user_id,event_type,product_id
611,add_to_cart,9812
607,detail_product_view,6712
253,add_to_cart,2389
722,home_page_view,1407
478,home_page_view,2032
253,home_page_view,6149
533,add_to_cart,1965
190,purchase,5585
848,detail_product_view,2540
424,detail_product_view,6992
225,home_page_view,4134
665,purchase,1455
784,home_page_view,8504
600,detail_product_view,8113
590,detail_product_view,2857
445,detail_product_view,555
493,home_page_view,4217
926,purchase,5246
906,purchase,113
911,add_to_cart,3981
853,purchase,1466
270,purchase,932
197,add_to_cart,9178
391,add_to_cart,2377
133,add_to_cart,586
696,detail_product_view,5888
940,detail_product_view,8712
150,add_to_cart,5817
423,detail_product_view,2974
740,home_page_view,7397
443,add_to_cart,1292
832,purchase,2142
509,add_to_cart,8490
397,home_page_view,3353
498,home_page_view,1845
824,add_to_cart,1065
673,home_page_view,2829
742,purchase,4771
350,home_page_view,106
33,home_page_view,3091
269,home_page_view,1039
567,add_to_cart,711
824,add_to_cart,2653
919,purchase,6678
470,purchase,5235
733,purchase,7345
970,detail_product_view,8127
649,detail_product_view,7917
601,purchase,5475
545,home_page_view,5729
735,add_to_cart,7062
221,purchase,988
837,add_to_cart,4290
885,purchase,3683
525,home_page_view,1478
199,detail_product_view,5942
325,detail_product_view,8514
652,detail_product_view,4628
856,detail_product_view,8080
894,add_to_cart,2398
436,home_page_view,5613
206,purchase,2450
366,add_to_cart,440
632,add_to_cart,7456
592,purchase,2598
441,detail_product_view,4276
913,add_to_cart,5982
191,home_page_view,7339
967,home_page_view,5926
112,purchase,4784
827,purchase,8727
716,home_page_view,9938
902,detail_product_view,5042
304,detail_product_view,8867
589,add_to_cart,9611
850,purchase,6516
14,add_to_cart,416
700,purchase,2834
157,home_page_view,8139
990,purchase,1212
804,add_to_cart,9249
948,purchase,3854
483,add_to_cart,3226
867,purchase,4746
298,purchase,5484
837,add_to_cart,481
706,purchase,2642
168,detail_product_view,621
916,purchase,7547
332,home_page_view,2507
150,add_to_cart,3593
477,add_to_cart,9842
92,purchase,1064
947,purchase,8602
343,purchase,1440
852,purchase,4318
791,purchase,7023
178,purchase,774
775,detail_product_view,641
677,add_to_cart,1131
543,add_to_cart,5226
437,add_to_cart,8984
925,purchase,7401
509,purchase,7775
722,purchase,2894
348,home_page_view,9498
848,add_to_cart,3896
951,detail_product_view,1186
159,add_to_cart,8183
257,detail_product_view,7811
133,add_to_cart,2436
364,purchase,4087
935,add_to_cart,6181
801,home_page_view,6572
518,add_to_cart,428
551,detail_product_view,2825
552,purchase,2668
708,home_page_view,7288
169,purchase,116
602,home_page_view,6425
599,home_page_view,4265
289,add_to_cart,5464
242,home_page_view,9281
270,home_page_view,2944
514,add_to_cart,4311
660,purchase,7190
168,home_page_view,3298
581,detail_product_view,5354
118,home_page_view,9226
237,add_to_cart,4233
765,detail_product_view,4091
623,detail_product_view,4225
44,add_to_cart,9062
847,purchase,8172
904,purchase,4565
598,detail_product_view,145
500,purchase,2991
744,add_to_cart,5793
987,detail_product_view,5560
153,purchase,2481
979,detail_product_view,120
542,purchase,9040
315,purchase,3946
592,detail_product_view,7384
50,purchase,2772
832,home_page_view,5534
149,home_page_view,8039
323,detail_product_view,1641
320,purchase,2464
381,home_page_view,5323
810,detail_product_view,8866
612,purchase,9360
244,detail_product_view,6379
368,home_page_view,2019
761,home_page_view,1607
880,detail_product_view,3140
725,add_to_cart,6295
281,purchase,9853
498,add_to_cart,3433
327,detail_product_view,9231
738,detail_product_view,6281
354,home_page_view,8652
181,detail_product_view,3031
685,detail_product_view,8754
74,purchase,5165
404,detail_product_view,6191
193,add_to_cart,2533
462,purchase,9912
399,purchase,3841
827,add_to_cart,5072
587,home_page_view,7768
207,detail_product_view,7314
205,purchase,6295
897,home_page_view,6244
601,purchase,4433
224,detail_product_view,2432
100,detail_product_view,7806
536,add_to_cart,3234
730,home_page_view,9232
266,home_page_view,2117
993,add_to_cart,8665
649,purchase,5304
689,purchase,2174
249,detail_product_view,9093
723,add_to_cart,608
86,detail_product_view,7372
809,add_to_cart,6631
657,purchase,2367
882,home_page_view,5472
677,home_page_view,6975
475,detail_product_view,7026
637,add_to_cart,7590
70,purchase,7231
372,home_page_view,8215
147,detail_product_view,4012
135,detail_product_view,1568
394,home_page_view,7418
961,home_page_view,4202
3,add_to_cart,3511
627,purchase,5859
553,detail_product_view,4563
267,purchase,6486
799,home_page_view,3773
441,home_page_view,9243
717,add_to_cart,4029
414,purchase,7008
565,purchase,3762
121,detail_product_view,2488
934,purchase,2237
157,add_to_cart,4400
751,purchase,1552
244,home_page_view,7869
748,add_to_cart,4604
930,detail_product_view,2081
190,add_to_cart,6719
631,home_page_view,7370
928,add_to_cart,3946
718,add_to_cart,4138
853,detail_product_view,9580
534,purchase,2480
205,add_to_cart,5808
166,detail_product_view,7572
14,add_to_cart,3158
866,purchase,2661
711,purchase,832
648,add_to_cart,4233
494,home_page_view,8168
651,purchase,1162
115,home_page_view,8362
88,add_to_cart,5189
682,purchase,7179
475,detail_product_view,8723
889,home_page_view,2260
834,detail_product_view,7551
864,home_page_view,340
188,home_page_view,3716
348,home_page_view,5302
663,home_page_view,9285
717,add_to_cart,2353
350,home_page_view,5450
793,detail_product_view,3562
334,add_to_cart,3739
130,add_to_cart,6565
229,purchase,4125
430,home_page_view,2638
234,purchase,7611
699,home_page_view,8567
490,purchase,3833
79,purchase,5566
862,detail_product_view,5188
947,add_to_cart,3933
383,home_page_view,8868
59,home_page_view,9568
119,detail_product_view,7780
98,home_page_view,3791
62,add_to_cart,4340
167,detail_product_view,9084
1000,home_page_view,9699
584,home_page_view,6568
920,home_page_view,7065
515,home_page_view,6572
258,home_page_view,9980
27,home_page_view,7784
299,purchase,8365
918,add_to_cart,100
268,detail_product_view,6596
309,add_to_cart,4963
255,home_page_view,4301
919,add_to_cart,5818
249,add_to_cart,9857
640,purchase,132
28,home_page_view,4251
657,home_page_view,421
71,home_page_view,6669
739,purchase,5885
793,home_page_view,8745
960,add_to_cart,7819
280,detail_product_view,7885
578,detail_product_view,2706
657,home_page_view,2474
527,home_page_view,8403
357,home_page_view,9653
394,home_page_view,969
961,add_to_cart,9992
178,detail_product_view,2329
832,add_to_cart,3208
363,add_to_cart,8073
815,detail_product_view,7380
613,purchase,1669
12,detail_product_view,1140
562,detail_product_view,5782
851,purchase,991
125,add_to_cart,2109
119,purchase,3023
798,add_to_cart,4646
824,purchase,2415
152,detail_product_view,8177
311,home_page_view,2240
226,purchase,2935
529,purchase,8029
462,home_page_view,4430
560,add_to_cart,6199
549,home_page_view,1925
516,purchase,80
467,purchase,5731
441,home_page_view,4910
286,detail_product_view,8321
813,add_to_cart,2077
855,add_to_cart,1264
296,purchase,796
687,detail_product_view,1632
516,add_to_cart,3379
997,purchase,2622
569,home_page_view,8852
926,detail_product_view,636
15,home_page_view,1698
241,purchase,1160
690,add_to_cart,7230
99,detail_product_view,7006
318,add_to_cart,4780
470,detail_product_view,8778
328,home_page_view,630
477,purchase,2685
439,detail_product_view,90
611,detail_product_view,4488
982,purchase,1108
790,home_page_view,8635
323,purchase,9033
982,detail_product_view,6166
300,add_to_cart,6631
848,home_page_view,217
207,detail_product_view,7562
71,detail_product_view,907
40,home_page_view,4011
785,add_to_cart,7118
744,detail_product_view,9666
588,purchase,3505
171,purchase,2969
955,detail_product_view,4212
379,detail_product_view,2354
281,purchase,7307
799,detail_product_view,1645
228,home_page_view,8046
381,home_page_view,5034
758,home_page_view,1668
707,add_to_cart,2784
255,purchase,8714
783,purchase,9055
910,home_page_view,6860
357,add_to_cart,3045
127,add_to_cart,8044
764,add_to_cart,4300
634,home_page_view,8677
944,detail_product_view,6854
425,detail_product_view,6458
362,home_page_view,7584
117,add_to_cart,2519
727,home_page_view,244
922,home_page_view,1529
291,home_page_view,4772
471,detail_product_view,6290
555,home_page_view,8865
716,add_to_cart,4564
575,detail_product_view,5293
847,home_page_view,1678
592,add_to_cart,5444
62,add_to_cart,8140
53,add_to_cart,9856
604,purchase,3193
903,detail_product_view,8388
364,purchase,8099
78,purchase,9063
485,purchase,9408
17,add_to_cart,4491
229,detail_product_view,6270
207,detail_product_view,5890
978,detail_product_view,7170
317,detail_product_view,2878
399,add_to_cart,2488
620,detail_product_view,361
741,add_to_cart,146
433,detail_product_view,2176
165,home_page_view,748
713,detail_product_view,1524
112,home_page_view,6294
408,home_page_view,5831
271,add_to_cart,9404
221,add_to_cart,1850
436,add_to_cart,5379
986,add_to_cart,8704
888,purchase,6773
669,add_to_cart,7578
564,add_to_cart,6253
118,home_page_view,2146
188,purchase,1027
122,purchase,6206
830,detail_product_view,3715
423,detail_product_view,8458
128,detail_product_view,5245
889,detail_product_view,8831
732,home_page_view,3522
950,home_page_view,9283
515,purchase,1526
167,home_page_view,4476
927,detail_product_view,6460
577,purchase,1466
6,add_to_cart,487
34,add_to_cart,6793
307,purchase,641
303,add_to_cart,7199
617,add_to_cart,9149
318,home_page_view,631
589,detail_product_view,3269
500,home_page_view,8497
932,purchase,5324
899,purchase,9462
653,detail_product_view,8672
519,home_page_view,1411
986,home_page_view,8477
786,add_to_cart,5264
516,purchase,8676
577,purchase,5847
858,home_page_view,7704
111,add_to_cart,7492
881,purchase,9584
207,home_page_view,9200
42,home_page_view,9374
672,purchase,1877
776,home_page_view,1315
368,home_page_view,3931
705,add_to_cart,7855
190,purchase,7371
459,home_page_view,2262
902,detail_product_view,1730
381,detail_product_view,5148
865,purchase,5457
856,home_page_view,8156
379,home_page_view,7624
508,detail_product_view,4958
155,add_to_cart,7876
467,purchase,6349
195,purchase,8875
742,detail_product_view,4144
551,detail_product_view,7227
116,home_page_view,5636
606,detail_product_view,1426
909,home_page_view,8923
20,home_page_view,734
361,detail_product_view,6928
904,home_page_view,5746
637,home_page_view,3736
313,home_page_view,4936
267,detail_product_view,4071
435,home_page_view,1239
672,detail_product_view,1649
405,detail_product_view,7571
398,purchase,2146
714,home_page_view,6439
740,purchase,4774
812,home_page_view,4410
162,home_page_view,6319
371,add_to_cart,7192
527,purchase,9661
917,home_page_view,2056
505,add_to_cart,3246
973,purchase,4991
703,add_to_cart,3683
120,purchase,334
289,home_page_view,504
604,detail_product_view,1426
644,purchase,141
214,purchase,7852
340,home_page_view,9982
24,detail_product_view,7141
396,add_to_cart,9427
403,home_page_view,1214
268,add_to_cart,3054
900,home_page_view,6171
471,home_page_view,1415
598,purchase,1313
530,purchase,7729
705,detail_product_view,8640
728,detail_product_view,403
217,add_to_cart,7733
51,detail_product_view,9247
594,detail_product_view,7454
210,add_to_cart,2770
386,add_to_cart,5733
384,purchase,3600
801,purchase,3901
412,home_page_view,3448
138,purchase,4418
555,purchase,5461
538,purchase,2887
729,detail_product_view,8501
795,home_page_view,8371
728,detail_product_view,3890
382,home_page_view,5707
919,detail_product_view,601
700,purchase,3116
81,add_to_cart,3054
184,add_to_cart,8281
141,home_page_view,9648
502,detail_product_view,3480
558,add_to_cart,3004
90,home_page_view,2422
214,home_page_view,8403
352,home_page_view,3023
602,purchase,7682
802,detail_product_view,1733
666,home_page_view,1878
787,add_to_cart,8667
739,detail_product_view,5133
896,add_to_cart,8204
674,detail_product_view,6204
100,home_page_view,4075
187,home_page_view,1318
798,home_page_view,1142
65,add_to_cart,1889
451,add_to_cart,5536
486,add_to_cart,5269
386,purchase,9289
256,add_to_cart,4482
490,purchase,4991
175,purchase,1081
66,add_to_cart,5679
748,detail_product_view,3398
691,detail_product_view,8999
637,purchase,8361
438,detail_product_view,4906
989,home_page_view,3144
505,detail_product_view,4527
650,home_page_view,8110
666,add_to_cart,8098
949,add_to_cart,8149
381,detail_product_view,1982
407,add_to_cart,506
459,add_to_cart,5953
24,purchase,8828
682,purchase,6637
536,detail_product_view,2869
422,detail_product_view,9001
874,detail_product_view,1841
355,purchase,6617
105,purchase,9804
403,add_to_cart,7259
118,home_page_view,8046
841,add_to_cart,9903
133,purchase,9923
846,add_to_cart,1125
910,purchase,2778
632,purchase,8921
462,home_page_view,6237
59,purchase,4239
794,add_to_cart,8034
795,detail_product_view,8003
258,detail_product_view,4491
242,detail_product_view,1106
195,add_to_cart,3825
395,add_to_cart,4161
430,detail_product_view,1071
12,home_page_view,6531
743,purchase,8238
242,purchase,505
365,add_to_cart,5835
104,add_to_cart,5947
672,purchase,7898
331,purchase,7394
260,home_page_view,3210
732,add_to_cart,7512
299,home_page_view,8092
325,detail_product_view,8741
227,detail_product_view,8591
607,detail_product_view,9517
310,detail_product_view,8927
829,detail_product_view,2053
796,detail_product_view,9038
408,add_to_cart,6211
288,detail_product_view,3226
769,add_to_cart,1899
4,add_to_cart,7365
909,add_to_cart,9939
535,add_to_cart,944
949,home_page_view,806
354,detail_product_view,8697
940,home_page_view,3779
817,add_to_cart,1805
591,purchase,7548
866,purchase,7509
504,purchase,4890
935,add_to_cart,2726
311,detail_product_view,904
470,detail_product_view,7902
821,home_page_view,7263
619,purchase,5066
900,detail_product_view,3280
914,purchase,4663
714,home_page_view,606
312,home_page_view,7916
644,add_to_cart,4110
890,detail_product_view,3142
35,home_page_view,9486
871,purchase,5255
618,detail_product_view,9676
772,home_page_view,5555
40,detail_product_view,2855
540,detail_product_view,4970
253,home_page_view,6980
424,purchase,8284
189,home_page_view,6454
838,purchase,9706
747,detail_product_view,1899
496,detail_product_view,1439
820,detail_product_view,1942
521,detail_product_view,1610
700,purchase,7688
40,home_page_view,4267
722,purchase,9070
457,home_page_view,695
666,add_to_cart,9788
853,home_page_view,8731
169,detail_product_view,2965
864,add_to_cart,262
739,home_page_view,8419
312,home_page_view,2368
877,detail_product_view,839
504,detail_product_view,7335
591,home_page_view,5670
796,home_page_view,6998
453,purchase,1112
441,add_to_cart,8286
222,home_page_view,4617
729,add_to_cart,8742
915,purchase,2107
652,purchase,8542
26,home_page_view,585
554,purchase,7469
436,home_page_view,1548
623,detail_product_view,4883
450,add_to_cart,3360
773,detail_product_view,4855
596,home_page_view,380
392,purchase,9310
587,purchase,8956
550,purchase,7828
16,purchase,870
942,purchase,341
262,detail_product_view,6369
816,add_to_cart,4479
789,home_page_view,5247
855,detail_product_view,5946
134,purchase,4432
764,home_page_view,609
923,purchase,1885
414,add_to_cart,3868
131,detail_product_view,4410
726,detail_product_view,9635
64,add_to_cart,2244
331,add_to_cart,4140
425,add_to_cart,9490
16,add_to_cart,4924
693,detail_product_view,6993
13,add_to_cart,8132
940,home_page_view,7805
123,add_to_cart,2797
955,add_to_cart,1414
1,detail_product_view,6997
527,purchase,517
338,purchase,996
94,add_to_cart,7375
491,purchase,7075
210,purchase,6497
672,detail_product_view,9139
510,home_page_view,2948
43,home_page_view,7555
489,home_page_view,419
988,purchase,432
891,add_to_cart,8597
35,home_page_view,3047
75,detail_product_view,9230
608,add_to_cart,1326
533,add_to_cart,112
392,detail_product_view,5846
137,home_page_view,3148
39,home_page_view,9624
695,home_page_view,6337
200,detail_product_view,9388
161,home_page_view,6530
957,detail_product_view,9768
799,home_page_view,6304
835,detail_product_view,9637
141,detail_product_view,1037
908,detail_product_view,693
81,home_page_view,2150
751,home_page_view,8868
212,detail_product_view,7816
999,purchase,2002
264,detail_product_view,3856
652,purchase,5567
289,home_page_view,523
106,add_to_cart,4271
771,detail_product_view,1751
34,add_to_cart,9644
855,add_to_cart,243
997,home_page_view,2171
490,detail_product_view,7292
804,detail_product_view,1967
617,purchase,9971
731,purchase,3674
167,add_to_cart,8914
396,add_to_cart,6951
185,purchase,7066
531,purchase,1335
863,add_to_cart,4254
946,purchase,129
386,purchase,751
564,add_to_cart,1836
796,purchase,3819
320,purchase,5910
694,home_page_view,6034
943,add_to_cart,317
721,add_to_cart,6103
703,home_page_view,4835
261,detail_product_view,6262
386,add_to_cart,8711
601,purchase,1666
485,purchase,9890
591,detail_product_view,48
723,home_page_view,6257
975,home_page_view,8131
949,purchase,9807
292,purchase,8154
483,detail_product_view,4094
886,add_to_cart,9327
695,purchase,7663
426,home_page_view,1667
600,add_to_cart,5861
230,add_to_cart,4586
298,detail_product_view,8193
482,home_page_view,8890
724,home_page_view,7013
169,purchase,5259
374,detail_product_view,5087
780,add_to_cart,7663
670,home_page_view,4571
891,add_to_cart,6574
226,home_page_view,695
869,purchase,3321
424,purchase,5091
110,home_page_view,3014
304,add_to_cart,9525
262,purchase,6155
622,detail_product_view,9077
739,detail_product_view,3176
862,detail_product_view,5107
617,detail_product_view,9232
109,purchase,1794
106,purchase,8079
926,detail_product_view,8086
760,add_to_cart,4752
449,purchase,7286
726,detail_product_view,1604
961,add_to_cart,1602
994,detail_product_view,4856
977,purchase,3780
976,add_to_cart,7225
908,purchase,755
90,purchase,4702
884,add_to_cart,2728
210,detail_product_view,7643
953,purchase,2206
741,home_page_view,5551
782,detail_product_view,7835
219,add_to_cart,1499
87,add_to_cart,662
947,purchase,5210
498,detail_product_view,265
410,purchase,1932
148,home_page_view,8763
227,add_to_cart,6452
350,purchase,1419
600,add_to_cart,7696
894,add_to_cart,3658
750,add_to_cart,6763
805,detail_product_view,6296
975,detail_product_view,1006
5,add_to_cart,7963
473,purchase,7572
174,home_page_view,740
792,detail_product_view,9471
493,detail_product_view,6746
558,home_page_view,605
673,detail_product_view,7994
181,detail_product_view,887
117,purchase,400
378,detail_product_view,9545
729,home_page_view,6883
522,detail_product_view,1243
172,add_to_cart,4159
485,detail_product_view,8629
376,home_page_view,2168
612,home_page_view,9313
328,purchase,1764
433,add_to_cart,2362
633,home_page_view,8198
37,detail_product_view,3620
847,purchase,9320
948,home_page_view,9247
556,home_page_view,2292
419,purchase,9606
977,home_page_view,4897
753,add_to_cart,7366
818,home_page_view,8837
394,home_page_view,4711
919,purchase,5698
72,purchase,6303
927,home_page_view,8892
106,detail_product_view,3367
765,detail_product_view,7688
521,add_to_cart,2760
797,detail_product_view,7662
254,add_to_cart,2941
233,purchase,3384
593,home_page_view,3566
542,detail_product_view,6445
96,purchase,2662
734,detail_product_view,9060
556,home_page_view,9297
885,add_to_cart,2536
771,detail_product_view,3236
554,add_to_cart,7595
335,detail_product_view,7074
832,home_page_view,7999
786,purchase,4404
397,detail_product_view,3357
412,add_to_cart,441
13,purchase,9396
910,detail_product_view,4833
339,detail_product_view,3883
154,detail_product_view,4738
863,add_to_cart,238
436,detail_product_view,8782
137,purchase,1496
144,detail_product_view,778
311,add_to_cart,3217
510,home_page_view,1404
88,detail_product_view,5192
581,detail_product_view,2474
88,detail_product_view,2837
874,purchase,7112
6,home_page_view,1182
12,purchase,9735
978,detail_product_view,5671
896,detail_product_view,7415
934,home_page_view,2756
702,home_page_view,4761
111,add_to_cart,1533
686,add_to_cart,7632
12,purchase,5077
245,purchase,9559
126,purchase,9127
561,purchase,3112
55,home_page_view,1546
865,purchase,2430
355,detail_product_view,4731
218,purchase,4279
336,home_page_view,7981
505,home_page_view,3430
153,purchase,9616
794,purchase,1552
191,home_page_view,1252
27,home_page_view,7919
132,detail_product_view,5457
267,add_to_cart,6044
75,home_page_view,6875
572,detail_product_view,7084
110,add_to_cart,8230
558,add_to_cart,5139
165,detail_product_view,4458
834,add_to_cart,8076
566,add_to_cart,1868
658,purchase,8681
383,detail_product_view,1814
652,detail_product_view,985
825,purchase,3618
716,detail_product_view,3115
149,detail_product_view,8921
220,detail_product_view,7215
659,home_page_view,370
293,purchase,6447
776,purchase,7086
232,home_page_view,6636
238,detail_product_view,813
55,detail_product_view,2439
316,detail_product_view,2348
916,detail_product_view,6530
852,purchase,4383
31,home_page_view,4487
142,purchase,5008
551,home_page_view,1381
280,detail_product_view,3868
800,purchase,9325
952,add_to_cart,5483
515,detail_product_view,7458
345,add_to_cart,3567
231,purchase,9224
148,detail_product_view,6976
598,home_page_view,9617
501,home_page_view,700
254,add_to_cart,3050
354,home_page_view,2460
106,detail_product_view,7199
462,detail_product_view,3312
906,home_page_view,6054
831,home_page_view,1286
209,add_to_cart,9524
129,home_page_view,3421
773,home_page_view,2573
184,home_page_view,1421
293,detail_product_view,9649
373,home_page_view,4285
480,add_to_cart,4484
222,home_page_view,364
717,home_page_view,9170
330,add_to_cart,9265
135,add_to_cart,3303
281,home_page_view,2207
877,home_page_view,9594
203,home_page_view,2160
45,purchase,9565
403,purchase,5624
301,home_page_view,5487
682,home_page_view,5325
64,purchase,6089
249,add_to_cart,5978
814,add_to_cart,1152
633,home_page_view,7997
190,home_page_view,1156
343,purchase,1996
389,add_to_cart,9185
645,home_page_view,6717
721,add_to_cart,1619
399,home_page_view,1044
131,add_to_cart,2902
751,detail_product_view,125
708,detail_product_view,8003
214,home_page_view,7806
491,add_to_cart,4812
628,purchase,6
670,add_to_cart,5331
210,add_to_cart,9658
894,home_page_view,6452
572,purchase,7805
645,add_to_cart,88
932,purchase,579
374,home_page_view,4744
156,purchase,7357
219,home_page_view,587
457,add_to_cart,269
272,purchase,2950
163,add_to_cart,7841
811,add_to_cart,7760
536,home_page_view,5185
286,add_to_cart,7208
590,purchase,7623
59,purchase,3509
429,home_page_view,8244
958,add_to_cart,222
923,detail_product_view,5709
834,add_to_cart,114
7,home_page_view,8422
266,add_to_cart,116
649,detail_product_view,9403
491,add_to_cart,4860
790,detail_product_view,2362
862,purchase,1134
350,home_page_view,9027
579,home_page_view,724
700,purchase,5575
936,purchase,8916
888,home_page_view,8542
226,detail_product_view,2616
629,purchase,2832
953,purchase,5680
970,add_to_cart,7070
905,add_to_cart,2731
580,detail_product_view,1078
793,home_page_view,6850
730,add_to_cart,5366
45,detail_product_view,8611
328,home_page_view,3885
948,home_page_view,5243
239,add_to_cart,720
588,home_page_view,1670
546,home_page_view,2869
721,add_to_cart,9739
298,add_to_cart,1212
187,home_page_view,3148
913,add_to_cart,8678
683,add_to_cart,8577
481,home_page_view,9752
304,purchase,1167
657,add_to_cart,79
235,detail_product_view,2441
14,home_page_view,3126
848,purchase,5507
824,home_page_view,271
952,home_page_view,6460
109,detail_product_view,9703
305,add_to_cart,579
635,add_to_cart,2504
557,purchase,6585
56,detail_product_view,7353
558,add_to_cart,8673
802,detail_product_view,8736
520,add_to_cart,8611
198,add_to_cart,5476
415,purchase,1878
678,purchase,7195
808,home_page_view,1381
574,detail_product_view,8666
725,purchase,9684
720,home_page_view,9375
711,add_to_cart,7199
767,purchase,8222
711,detail_product_view,8430
73,detail_product_view,4844
991,add_to_cart,5633
860,detail_product_view,2478
645,home_page_view,5121
892,home_page_view,1409
636,home_page_view,3673
637,add_to_cart,7810
814,home_page_view,2071
908,add_to_cart,896
914,detail_product_view,5981
177,detail_product_view,9472
870,add_to_cart,1085
77,detail_product_view,9283
373,detail_product_view,1179
612,detail_product_view,3227
289,add_to_cart,2607
269,detail_product_view,5758
407,purchase,7576
994,add_to_cart,2327
594,detail_product_view,2941
712,purchase,7544
534,detail_product_view,5923
196,purchase,5052
878,add_to_cart,9229
378,detail_product_view,6103
237,home_page_view,21
45,purchase,5821
549,home_page_view,1465
57,home_page_view,9813
451,home_page_view,2324
